Date,Start (ET),Visitor Team,Visitor PTS,Home Team,Home PTS,Box Score URL,Attendance,LOG,Arena,Game ID,Cuota_L,Cuota_V
"Sat, Dec 30, 2023",8:00p,Philadelphia 76ers,92,Chicago Bulls,105,https://www.basketball-reference.com/boxscores/202312300CHI.html,"21,648",2:10,United Center,Sat_Dec_30_2023_Chicago_Bulls,1.89,1.93
"Sat, Dec 30, 2023",8:00p,Los Angeles Lakers,106,Minnesota Timberwolves,108,https://www.basketball-reference.com/boxscores/202312300MIN.html,"18,024",2:29,Target Center,Sat_Dec_30_2023_Minnesota_Timberwolves,1.57,2.46
"Sat, Dec 30, 2023",8:30p,Dallas Mavericks,132,Golden State Warriors,122,https://www.basketball-reference.com/boxscores/202312300GSW.html,"18,064",2:13,Chase Center,Sat_Dec_30_2023_Golden_State_Warriors,1.58,2.44
"Sun, Dec 31, 2023",3:00p,Atlanta Hawks,130,Washington Wizards,126,https://www.basketball-reference.com/boxscores/202312310WAS.html,"17,042",2:18,Capital One Arena,Sun_Dec_31_2023_Washington_Wizards,3.05,1.39
"Sun, Dec 31, 2023",7:00p,Los Angeles Lakers,109,New Orleans Pelicans,129,https://www.basketball-reference.com/boxscores/202312310NOP.html,"18,434",2:07,Smoothie King Center,Sun_Dec_31_2023_New_Orleans_Pelicans,1.44,2.83
"Sun, Dec 31, 2023",7:00p,Brooklyn Nets,108,Oklahoma City Thunder,124,https://www.basketball-reference.com/boxscores/202312310OKC.html,"18,203",2:19,Paycom Center,Sun_Dec_31_2023_Oklahoma_City_Thunder,1.33,3.41
"Sun, Dec 31, 2023",7:00p,Boston Celtics,134,San Antonio Spurs,101,https://www.basketball-reference.com/boxscores/202312310SAS.html,"18,886",1:57,Frost Bank Center,Sun_Dec_31_2023_San_Antonio_Spurs,7.8,1.09
"Sun, Dec 31, 2023",8:00p,Sacramento Kings,123,Memphis Grizzlies,92,https://www.basketball-reference.com/boxscores/202312310MEM.html,"17,794",2:06,FedEx Forum,Sun_Dec_31_2023_Memphis_Grizzlies,1.87,1.93
"Sun, Dec 31, 2023",8:00p,Orlando Magic,107,Phoenix Suns,112,https://www.basketball-reference.com/boxscores/202312310PHO.html,"17,071",2:06,Footprint Center,Sun_Dec_31_2023_Phoenix_Suns,1.45,2.8
"Mon, Jan 1, 2024",3:00p,Minnesota Timberwolves,106,New York Knicks,112,https://www.basketball-reference.com/boxscores/202401010NYK.html,"19,812",2:28,Madison Square Garden (IV),Mon_Jan_1_2024_New_York_Knicks,1.97,1.85
"Mon, Jan 1, 2024",7:30p,Cleveland Cavaliers,121,Toronto Raptors,124,https://www.basketball-reference.com/boxscores/202401010TOR.html,"19,800",2:28,Scotiabank Arena,Mon_Jan_1_2024_Toronto_Raptors,1.71,2.19
"Mon, Jan 1, 2024",8:00p,Detroit Pistons,113,Houston Rockets,136,https://www.basketball-reference.com/boxscores/202401010HOU.html,"18,055",2:06,Toyota Center,Mon_Jan_1_2024_Houston_Rockets,1.26,4.05
"Mon, Jan 1, 2024",8:00p,Indiana Pacers,122,Milwaukee Bucks,113,https://www.basketball-reference.com/boxscores/202401010MIL.html,"17,922",2:22,Fiserv Forum,Mon_Jan_1_2024_Milwaukee_Bucks,1.31,2.58
"Mon, Jan 1, 2024",9:00p,Charlotte Hornets,93,Denver Nuggets,111,https://www.basketball-reference.com/boxscores/202401010DEN.html,"19,625",2:01,Ball Arena,Mon_Jan_1_2024_Denver_Nuggets,1.06,10.0
"Mon, Jan 1, 2024",9:00p,Portland Trail Blazers,88,Phoenix Suns,109,https://www.basketball-reference.com/boxscores/202401010PHO.html,"17,071",2:12,Footprint Center,Mon_Jan_1_2024_Phoenix_Suns,1.23,4.25
"Mon, Jan 1, 2024",9:00p,Dallas Mavericks,90,Utah Jazz,127,https://www.basketball-reference.com/boxscores/202401010UTA.html,"18,206",2:05,Delta Center,Mon_Jan_1_2024_Utah_Jazz,2.5,1.55
"Mon, Jan 1, 2024",10:30p,Miami Heat,104,Los Angeles Clippers,121,https://www.basketball-reference.com/boxscores/202401010LAC.html,"19,370",2:10,Crypto.com Arena,Mon_Jan_1_2024_Los_Angeles_Clippers,1.3,3.63
"Tue, Jan 2, 2024",7:00p,Chicago Bulls,97,Philadelphia 76ers,110,https://www.basketball-reference.com/boxscores/202401020PHI.html,"19,772",2:17,Wells Fargo Center,Tue_Jan_2_2024_Philadelphia_76ers,1.21,4.5
"Tue, Jan 2, 2024",8:00p,San Antonio Spurs,98,Memphis Grizzlies,106,https://www.basketball-reference.com/boxscores/202401020MEM.html,"17,794",2:21,FedEx Forum,Tue_Jan_2_2024_Memphis_Grizzlies,1.17,5.3
"Tue, Jan 2, 2024",8:00p,Brooklyn Nets,85,New Orleans Pelicans,112,https://www.basketball-reference.com/boxscores/202401020NOP.html,"16,253",1:56,Smoothie King Center,Tue_Jan_2_2024_New_Orleans_Pelicans,1.45,2.8
"Tue, Jan 2, 2024",8:00p,Boston Celtics,123,Oklahoma City Thunder,127,https://www.basketball-reference.com/boxscores/202401020OKC.html,"18,203",2:16,Paycom Center,Tue_Jan_2_2024_Oklahoma_City_Thunder,2.44,1.58
"Tue, Jan 2, 2024",10:00p,Orlando Magic,115,Golden State Warriors,121,https://www.basketball-reference.com/boxscores/202401020GSW.html,"18,064",2:33,Chase Center,Tue_Jan_2_2024_Golden_State_Warriors,1.6,2.39
"Tue, Jan 2, 2024",10:00p,Charlotte Hornets,111,Sacramento Kings,104,https://www.basketball-reference.com/boxscores/202401020SAC.html,"17,832",2:10,Golden 1 Center,Tue_Jan_2_2024_Sacramento_Kings,1.07,8.8
"Wed, Jan 3, 2024",7:00p,Washington Wizards,101,Cleveland Cavaliers,140,https://www.basketball-reference.com/boxscores/202401030CLE.html,"19,432",1:57,Rocket Mortgage Fieldhouse,Wed_Jan_3_2024_Cleveland_Cavaliers,1.25,4.05
"Wed, Jan 3, 2024",7:00p,Milwaukee Bucks,130,Indiana Pacers,142,https://www.basketball-reference.com/boxscores/202401030IND.html,"17,274",2:35,Gainbridge Fieldhouse,Wed_Jan_3_2024_Indiana_Pacers,2.35,1.63
"Wed, Jan 3, 2024",7:30p,Oklahoma City Thunder,138,Atlanta Hawks,141,https://www.basketball-reference.com/boxscores/202401030ATL.html,"17,770",2:27,State Farm Arena,Wed_Jan_3_2024_Atlanta_Hawks,1.87,1.95
"Wed, Jan 3, 2024",8:00p,Brooklyn Nets,101,Houston Rockets,112,https://www.basketball-reference.com/boxscores/202401030HOU.html,"16,563",2:15,Toyota Center,Wed_Jan_3_2024_Houston_Rockets,1.57,2.49
"Wed, Jan 3, 2024",8:00p,Toronto Raptors,116,Memphis Grizzlies,111,https://www.basketball-reference.com/boxscores/202401030MEM.html,"16,385",2:13,FedEx Forum,Wed_Jan_3_2024_Memphis_Grizzlies,1.85,1.97
"Wed, Jan 3, 2024",8:00p,New Orleans Pelicans,117,Minnesota Timberwolves,106,https://www.basketball-reference.com/boxscores/202401030MIN.html,"18,024",2:11,Target Center,Wed_Jan_3_2024_Minnesota_Timberwolves,1.43,2.9
"Wed, Jan 3, 2024",8:30p,Portland Trail Blazers,97,Dallas Mavericks,126,https://www.basketball-reference.com/boxscores/202401030DAL.html,"20,077",2:22,American Airlines Center,Wed_Jan_3_2024_Dallas_Mavericks,1.16,5.5
"Wed, Jan 3, 2024",8:30p,Chicago Bulls,100,New York Knicks,116,https://www.basketball-reference.com/boxscores/202401030NYK.html,"19,812",2:13,Madison Square Garden (IV),Wed_Jan_3_2024_New_York_Knicks,1.29,3.82
"Wed, Jan 3, 2024",9:00p,Los Angeles Clippers,131,Phoenix Suns,122,https://www.basketball-reference.com/boxscores/202401030PHO.html,"17,071",2:28,Footprint Center,Wed_Jan_3_2024_Phoenix_Suns,2.46,1.58
"Wed, Jan 3, 2024",9:00p,Detroit Pistons,148,Utah Jazz,154,https://www.basketball-reference.com/boxscores/202401030UTA.html,"18,206",2:43,Delta Center,Wed_Jan_3_2024_Utah_Jazz,1.27,3.89
"Wed, Jan 3, 2024",10:00p,Miami Heat,110,Los Angeles Lakers,96,https://www.basketball-reference.com/boxscores/202401030LAL.html,"18,997",2:14,Crypto.com Arena,Wed_Jan_3_2024_Los_Angeles_Lakers,1.48,2.71
"Wed, Jan 3, 2024",10:00p,Orlando Magic,135,Sacramento Kings,138,https://www.basketball-reference.com/boxscores/202401030SAC.html,"17,832",2:59,Golden 1 Center,Wed_Jan_3_2024_Sacramento_Kings,1.46,2.76
"Thu, Jan 4, 2024",7:30p,Milwaukee Bucks,125,San Antonio Spurs,121,https://www.basketball-reference.com/boxscores/202401040SAS.html,"19,082",2:16,Frost Bank Center,Thu_Jan_4_2024_San_Antonio_Spurs,5.3,1.17
"Thu, Jan 4, 2024",10:00p,Denver Nuggets,130,Golden State Warriors,127,https://www.basketball-reference.com/boxscores/202401040GSW.html,"18,064",2:22,Chase Center,Thu_Jan_4_2024_Golden_State_Warriors,2.42,1.59
"Fri, Jan 5, 2024",7:00p,Utah Jazz,97,Boston Celtics,126,https://www.basketball-reference.com/boxscores/202401050BOS.html,"19,156",2:10,TD Garden,Fri_Jan_5_2024_Boston_Celtics,1.09,7.65
"Fri, Jan 5, 2024",7:00p,Atlanta Hawks,116,Indiana Pacers,150,https://www.basketball-reference.com/boxscores/202401050IND.html,"17,274",2:03,Gainbridge Fieldhouse,Fri_Jan_5_2024_Indiana_Pacers,1.7,2.19
"Fri, Jan 5, 2024",7:30p,Oklahoma City Thunder,115,Brooklyn Nets,124,https://www.basketball-reference.com/boxscores/202401050BRK.html,"18,147",2:22,Barclays Center,Fri_Jan_5_2024_Brooklyn_Nets,2.58,1.52
"Fri, Jan 5, 2024",7:30p,Washington Wizards,90,Cleveland Cavaliers,114,https://www.basketball-reference.com/boxscores/202401050CLE.html,"19,432",2:05,Rocket Mortgage Fieldhouse,Fri_Jan_5_2024_Cleveland_Cavaliers,1.2,4.69
"Fri, Jan 5, 2024",7:30p,New York Knicks,128,Philadelphia 76ers,92,https://www.basketball-reference.com/boxscores/202401050PHI.html,"20,461",2:21,Wells Fargo Center,Fri_Jan_5_2024_Philadelphia_76ers,1.44,2.83
"Fri, Jan 5, 2024",8:00p,Charlotte Hornets,91,Chicago Bulls,104,https://www.basketball-reference.com/boxscores/202401050CHI.html,"21,345",2:06,United Center,Fri_Jan_5_2024_Chicago_Bulls,1.27,3.87
"Fri, Jan 5, 2024",8:00p,Minnesota Timberwolves,122,Houston Rockets,95,https://www.basketball-reference.com/boxscores/202401050HOU.html,"18,055",2:04,Toyota Center,Fri_Jan_5_2024_Houston_Rockets,2.44,1.58
"Fri, Jan 5, 2024",8:00p,Los Angeles Clippers,111,New Orleans Pelicans,95,https://www.basketball-reference.com/boxscores/202401050NOP.html,"18,329",1:58,Smoothie King Center,Fri_Jan_5_2024_New_Orleans_Pelicans,1.93,1.88
"Fri, Jan 5, 2024",8:30p,Portland Trail Blazers,103,Dallas Mavericks,139,https://www.basketball-reference.com/boxscores/202401050DAL.html,"20,162",2:05,American Airlines Center,Fri_Jan_5_2024_Dallas_Mavericks,1.33,3.38
"Fri, Jan 5, 2024",9:00p,Orlando Magic,122,Denver Nuggets,120,https://www.basketball-reference.com/boxscores/202401050DEN.html,"19,659",2:15,Ball Arena,Fri_Jan_5_2024_Denver_Nuggets,1.21,4.55
"Fri, Jan 5, 2024",9:00p,Miami Heat,97,Phoenix Suns,113,https://www.basketball-reference.com/boxscores/202401050PHO.html,"17,071",2:07,Footprint Center,Fri_Jan_5_2024_Phoenix_Suns,1.71,2.18
"Fri, Jan 5, 2024",10:00p,Detroit Pistons,109,Golden State Warriors,113,https://www.basketball-reference.com/boxscores/202401050GSW.html,"18,064",2:19,Chase Center,Fri_Jan_5_2024_Golden_State_Warriors,1.2,4.6
"Fri, Jan 5, 2024",10:00p,Memphis Grizzlies,127,Los Angeles Lakers,113,https://www.basketball-reference.com/boxscores/202401050LAL.html,"18,997",2:15,Crypto.com Arena,Fri_Jan_5_2024_Los_Angeles_Lakers,1.57,2.45
"Fri, Jan 5, 2024",10:00p,Toronto Raptors,130,Sacramento Kings,135,https://www.basketball-reference.com/boxscores/202401050SAC.html,"17,941",2:21,Golden 1 Center,Fri_Jan_5_2024_Sacramento_Kings,1.54,2.55
"Sat, Jan 6, 2024",7:00p,Boston Celtics,118,Indiana Pacers,101,https://www.basketball-reference.com/boxscores/202401060IND.html,"17,274",2:11,Gainbridge Fieldhouse,Sat_Jan_6_2024_Indiana_Pacers,3.17,1.37
"Sat, Jan 6, 2024",7:00p,New York Knicks,121,Washington Wizards,105,https://www.basketball-reference.com/boxscores/202401060WAS.html,"20,333",2:10,Capital One Arena,Sat_Jan_6_2024_Washington_Wizards,4.17,1.24
"Sat, Jan 6, 2024",7:30p,Utah Jazz,120,Philadelphia 76ers,109,https://www.basketball-reference.com/boxscores/202401060PHI.html,"20,278",2:13,Wells Fargo Center,Sat_Jan_6_2024_Philadelphia_76ers,1.4,3.03
"Sat, Jan 6, 2024",8:00p,Milwaukee Bucks,108,Houston Rockets,112,https://www.basketball-reference.com/boxscores/202401060HOU.html,"18,055",2:37,Toyota Center,Sat_Jan_6_2024_Houston_Rockets,3.22,1.36
"Sun, Jan 7, 2024",1:00p,San Antonio Spurs,115,Cleveland Cavaliers,117,https://www.basketball-reference.com/boxscores/202401070CLE.html,"19,432",2:18,Rocket Mortgage Fieldhouse,Sun_Jan_7_2024_Cleveland_Cavaliers,1.19,4.88
"Sun, Jan 7, 2024",3:00p,Portland Trail Blazers,134,Brooklyn Nets,127,https://www.basketball-reference.com/boxscores/202401070BRK.html,"17,732",2:40,Barclays Center,Sun_Jan_7_2024_Brooklyn_Nets,1.26,3.99
"Sun, Jan 7, 2024",6:00p,Atlanta Hawks,110,Orlando Magic,117,https://www.basketball-reference.com/boxscores/202401070ORL.html,"19,349",2:35,Kia Center,Sun_Jan_7_2024_Orlando_Magic,2.12,1.74
"Sun, Jan 7, 2024",6:00p,New Orleans Pelicans,133,Sacramento Kings,100,https://www.basketball-reference.com/boxscores/202401070SAC.html,"17,832",1:56,Golden 1 Center,Sun_Jan_7_2024_Sacramento_Kings,1.54,2.53
"Sun, Jan 7, 2024",7:30p,Minnesota Timberwolves,108,Dallas Mavericks,115,https://www.basketball-reference.com/boxscores/202401070DAL.html,"20,111",2:17,American Airlines Center,Sun_Jan_7_2024_Dallas_Mavericks,2.11,1.74
"Sun, Jan 7, 2024",8:00p,Detroit Pistons,114,Denver Nuggets,131,https://www.basketball-reference.com/boxscores/202401070DEN.html,"19,623",2:15,Ball Arena,Sun_Jan_7_2024_Denver_Nuggets,1.06,9.65
"Sun, Jan 7, 2024",8:00p,Memphis Grizzlies,121,Phoenix Suns,115,https://www.basketball-reference.com/boxscores/202401070PHO.html,"17,071",2:21,Footprint Center,Sun_Jan_7_2024_Phoenix_Suns,1.32,3.5
"Sun, Jan 7, 2024",8:30p,Toronto Raptors,133,Golden State Warriors,118,https://www.basketball-reference.com/boxscores/202401070GSW.html,"18,064",2:00,Chase Center,Sun_Jan_7_2024_Golden_State_Warriors,1.76,2.1
"Sun, Jan 7, 2024",9:30p,Los Angeles Clippers,103,Los Angeles Lakers,106,https://www.basketball-reference.com/boxscores/202401070LAL.html,"18,997",2:16,Crypto.com Arena,Sun_Jan_7_2024_Los_Angeles_Lakers,2.62,1.51
"Mon, Jan 8, 2024",7:00p,Chicago Bulls,119,Charlotte Hornets,112,https://www.basketball-reference.com/boxscores/202401080CHO.html,"14,418",2:18,Spectrum Center,Mon_Jan_8_2024_Charlotte_Hornets,3.22,1.36
"Mon, Jan 8, 2024",7:00p,Boston Celtics,131,Indiana Pacers,133,https://www.basketball-reference.com/boxscores/202401080IND.html,"16,009",2:24,Gainbridge Fieldhouse,Mon_Jan_8_2024_Indiana_Pacers,2.34,1.63
"Mon, Jan 8, 2024",7:00p,Oklahoma City Thunder,136,Washington Wizards,128,https://www.basketball-reference.com/boxscores/202401080WAS.html,"15,297",2:16,Capital One Arena,Mon_Jan_8_2024_Washington_Wizards,5.45,1.16
"Mon, Jan 8, 2024",7:30p,Houston Rockets,113,Miami Heat,120,https://www.basketball-reference.com/boxscores/202401080MIA.html,"19,694",2:19,Kaseya Center,Mon_Jan_8_2024_Miami_Heat,1.58,2.46
"Mon, Jan 8, 2024",8:00p,Utah Jazz,132,Milwaukee Bucks,116,https://www.basketball-reference.com/boxscores/202401080MIL.html,"17,341",2:10,Fiserv Forum,Mon_Jan_8_2024_Milwaukee_Bucks,1.28,3.84
"Mon, Jan 8, 2024",10:30p,Phoenix Suns,111,Los Angeles Clippers,138,https://www.basketball-reference.com/boxscores/202401080LAC.html,"19,370",2:11,Crypto.com Arena,Mon_Jan_8_2024_Los_Angeles_Clippers,1.48,2.7
"Tue, Jan 9, 2024",7:00p,Sacramento Kings,131,Detroit Pistons,110,https://www.basketball-reference.com/boxscores/202401090DET.html,"13,992",2:12,Little Caesars Arena,Tue_Jan_9_2024_Detroit_Pistons,5.12,1.17
"Tue, Jan 9, 2024",7:00p,Minnesota Timberwolves,113,Orlando Magic,92,https://www.basketball-reference.com/boxscores/202401090ORL.html,"19,223",2:07,Kia Center,Tue_Jan_9_2024_Orlando_Magic,2.7,1.48
"Tue, Jan 9, 2024",7:30p,Portland Trail Blazers,84,New York Knicks,112,https://www.basketball-reference.com/boxscores/202401090NYK.html,"19,812",2:04,Madison Square Garden (IV),Tue_Jan_9_2024_New_York_Knicks,1.13,6.45
"Tue, Jan 9, 2024",8:30p,Memphis Grizzlies,120,Dallas Mavericks,103,https://www.basketball-reference.com/boxscores/202401090DAL.html,"20,116",2:18,American Airlines Center,Tue_Jan_9_2024_Dallas_Mavericks,1.22,4.46
"Tue, Jan 9, 2024",10:30p,Toronto Raptors,131,Los Angeles Lakers,132,https://www.basketball-reference.com/boxscores/202401090LAL.html,"18,997",2:28,Crypto.com Arena,Tue_Jan_9_2024_Los_Angeles_Lakers,1.52,2.59
"Wed, Jan 10, 2024",7:00p,Minnesota Timberwolves,120,Boston Celtics,127,https://www.basketball-reference.com/boxscores/202401100BOS.html,"19,156",2:37,TD Garden,Wed_Jan_10_2024_Boston_Celtics,1.18,4.9
"Wed, Jan 10, 2024",7:00p,Sacramento Kings,123,Charlotte Hornets,98,https://www.basketball-reference.com/boxscores/202401100CHO.html,"14,173",2:02,Spectrum Center,Wed_Jan_10_2024_Charlotte_Hornets,3.72,1.29
"Wed, Jan 10, 2024",7:00p,San Antonio Spurs,130,Detroit Pistons,108,https://www.basketball-reference.com/boxscores/202401100DET.html,"17,833",2:05,Little Caesars Arena,Wed_Jan_10_2024_Detroit_Pistons,2.27,1.66
"Wed, Jan 10, 2024",7:00p,Washington Wizards,104,Indiana Pacers,112,https://www.basketball-reference.com/boxscores/202401100IND.html,"15,721",2:17,Gainbridge Fieldhouse,Wed_Jan_10_2024_Indiana_Pacers,1.29,3.71
"Wed, Jan 10, 2024",7:30p,Philadelphia 76ers,132,Atlanta Hawks,139,https://www.basketball-reference.com/boxscores/202401100ATL.html,"16,089",2:37,State Farm Arena,Wed_Jan_10_2024_Atlanta_Hawks,1.85,1.97
"Wed, Jan 10, 2024",7:30p,Oklahoma City Thunder,128,Miami Heat,120,https://www.basketball-reference.com/boxscores/202401100MIA.html,"19,636",2:14,Kaseya Center,Wed_Jan_10_2024_Miami_Heat,2.54,1.54
"Wed, Jan 10, 2024",8:00p,Houston Rockets,119,Chicago Bulls,124,https://www.basketball-reference.com/boxscores/202401100CHI.html,"21,149",2:36,United Center,Wed_Jan_10_2024_Chicago_Bulls,1.6,2.4
"Wed, Jan 10, 2024",8:30p,New Orleans Pelicans,141,Golden State Warriors,105,https://www.basketball-reference.com/boxscores/202401100GSW.html,"18,064",2:13,Chase Center,Wed_Jan_10_2024_Golden_State_Warriors,2.19,1.71
"Wed, Jan 10, 2024",10:00p,Denver Nuggets,111,Utah Jazz,124,https://www.basketball-reference.com/boxscores/202401100UTA.html,"18,206",2:23,Delta Center,Wed_Jan_10_2024_Utah_Jazz,3.1,1.38
"Wed, Jan 10, 2024",10:30p,Toronto Raptors,120,Los Angeles Clippers,126,https://www.basketball-reference.com/boxscores/202401100LAC.html,"19,370",2:07,Crypto.com Arena,Wed_Jan_10_2024_Los_Angeles_Clippers,1.16,5.4
"Thu, Jan 11, 2024",2:00p,Brooklyn Nets,102,Cleveland Cavaliers,111,https://www.basketball-reference.com/boxscores/202401110CLE.html,"15,887",2:31,AccorHotels Arena,Thu_Jan_11_2024_Cleveland_Cavaliers,1.6,2.39
"Thu, Jan 11, 2024",7:30p,Boston Celtics,102,Milwaukee Bucks,135,https://www.basketball-reference.com/boxscores/202401110MIL.html,"17,781",2:12,Fiserv Forum,Thu_Jan_11_2024_Milwaukee_Bucks,1.74,2.11
"Thu, Jan 11, 2024",8:00p,Portland Trail Blazers,77,Oklahoma City Thunder,139,https://www.basketball-reference.com/boxscores/202401110OKC.html,"15,828",1:58,Paycom Center,Thu_Jan_11_2024_Oklahoma_City_Thunder,1.1,7.35
"Thu, Jan 11, 2024",8:30p,New York Knicks,124,Dallas Mavericks,128,https://www.basketball-reference.com/boxscores/202401110DAL.html,"20,040",2:24,American Airlines Center,Thu_Jan_11_2024_Dallas_Mavericks,2.65,1.51
"Thu, Jan 11, 2024",10:00p,Phoenix Suns,127,Los Angeles Lakers,109,https://www.basketball-reference.com/boxscores/202401110LAL.html,"18,416",2:19,Crypto.com Arena,Thu_Jan_11_2024_Los_Angeles_Lakers,1.98,1.84
"Fri, Jan 12, 2024",7:30p,Indiana Pacers,126,Atlanta Hawks,108,https://www.basketball-reference.com/boxscores/202401120ATL.html,"15,596",2:06,State Farm Arena,Fri_Jan_12_2024_Atlanta_Hawks,1.45,2.78
"Fri, Jan 12, 2024",7:30p,Houston Rockets,112,Detroit Pistons,110,https://www.basketball-reference.com/boxscores/202401120DET.html,"13,987",2:10,Little Caesars Arena,Fri_Jan_12_2024_Detroit_Pistons,3.93,1.26
"Fri, Jan 12, 2024",7:30p,Sacramento Kings,93,Philadelphia 76ers,112,https://www.basketball-reference.com/boxscores/202401120PHI.html,"19,766",2:16,Wells Fargo Center,Fri_Jan_12_2024_Philadelphia_76ers,1.9,1.92
"Fri, Jan 12, 2024",8:00p,Golden State Warriors,140,Chicago Bulls,131,https://www.basketball-reference.com/boxscores/202401120CHI.html,"21,153",2:19,United Center,Fri_Jan_12_2024_Chicago_Bulls,1.7,2.2
"Fri, Jan 12, 2024",8:00p,Los Angeles Clippers,128,Memphis Grizzlies,119,https://www.basketball-reference.com/boxscores/202401120MEM.html,"16,617",2:07,FedEx Forum,Fri_Jan_12_2024_Memphis_Grizzlies,3.78,1.28
"Fri, Jan 12, 2024",8:00p,Orlando Magic,96,Miami Heat,99,https://www.basketball-reference.com/boxscores/202401120MIA.html,"19,650",2:27,Kaseya Center,Fri_Jan_12_2024_Miami_Heat,1.81,2.02
"Fri, Jan 12, 2024",8:00p,Portland Trail Blazers,93,Minnesota Timberwolves,116,https://www.basketball-reference.com/boxscores/202401120MIN.html,"18,024",2:12,Target Center,Fri_Jan_12_2024_Minnesota_Timberwolves,1.06,9.35
"Fri, Jan 12, 2024",8:00p,Charlotte Hornets,99,San Antonio Spurs,135,https://www.basketball-reference.com/boxscores/202401120SAS.html,"18,073",2:21,Frost Bank Center,Fri_Jan_12_2024_San_Antonio_Spurs,1.75,2.11
"Fri, Jan 12, 2024",9:30p,Toronto Raptors,113,Utah Jazz,145,https://www.basketball-reference.com/boxscores/202401120UTA.html,"18,206",2:10,Delta Center,Fri_Jan_12_2024_Utah_Jazz,1.84,1.99
"Fri, Jan 12, 2024",10:00p,New Orleans Pelicans,113,Denver Nuggets,125,https://www.basketball-reference.com/boxscores/202401120DEN.html,"19,638",2:16,Ball Arena,Fri_Jan_12_2024_Denver_Nuggets,1.45,2.82
"Sat, Jan 13, 2024",7:00p,Houston Rockets,113,Boston Celtics,145,https://www.basketball-reference.com/boxscores/202401130BOS.html,"19,156",2:06,TD Garden,Sat_Jan_13_2024_Boston_Celtics,1.08,8.2
"Sat, Jan 13, 2024",7:30p,Washington Wizards,127,Atlanta Hawks,99,https://www.basketball-reference.com/boxscores/202401130ATL.html,"17,108",2:14,State Farm Arena,Sat_Jan_13_2024_Atlanta_Hawks,1.3,3.67
"Sat, Jan 13, 2024",8:00p,New York Knicks,106,Memphis Grizzlies,94,https://www.basketball-reference.com/boxscores/202401130MEM.html,"16,598",2:02,FedEx Forum,Sat_Jan_13_2024_Memphis_Grizzlies,4.88,1.19
"Sat, Jan 13, 2024",8:00p,Golden State Warriors,118,Milwaukee Bucks,129,https://www.basketball-reference.com/boxscores/202401130MIL.html,"18,009",2:08,Fiserv Forum,Sat_Jan_13_2024_Milwaukee_Bucks,1.09,7.5
"Sat, Jan 13, 2024",8:00p,Orlando Magic,100,Oklahoma City Thunder,112,https://www.basketball-reference.com/boxscores/202401130OKC.html,"18,203",2:10,Paycom Center,Sat_Jan_13_2024_Oklahoma_City_Thunder,1.15,5.55
"Sat, Jan 13, 2024",8:30p,New Orleans Pelicans,118,Dallas Mavericks,108,https://www.basketball-reference.com/boxscores/202401130DAL.html,"20,155",2:10,American Airlines Center,Sat_Jan_13_2024_Dallas_Mavericks,1.44,2.82
"Sat, Jan 13, 2024",8:30p,Chicago Bulls,122,San Antonio Spurs,116,https://www.basketball-reference.com/boxscores/202401130SAS.html,"18,354",2:08,Frost Bank Center,Sat_Jan_13_2024_San_Antonio_Spurs,3.01,1.4
"Sat, Jan 13, 2024",9:30p,Los Angeles Lakers,125,Utah Jazz,132,https://www.basketball-reference.com/boxscores/202401130UTA.html,"18,206",2:18,Delta Center,Sat_Jan_13_2024_Utah_Jazz,1.7,2.18
"Sun, Jan 14, 2024",3:30p,Indiana Pacers,109,Denver Nuggets,117,https://www.basketball-reference.com/boxscores/202401140DEN.html,"19,631",2:17,Ball Arena,Sun_Jan_14_2024_Denver_Nuggets,1.18,5.0
"Sun, Jan 14, 2024",6:00p,Charlotte Hornets,87,Miami Heat,104,https://www.basketball-reference.com/boxscores/202401140MIA.html,"19,831",2:14,Kaseya Center,Sun_Jan_14_2024_Miami_Heat,1.26,3.96
"Sun, Jan 14, 2024",7:00p,Sacramento Kings,142,Milwaukee Bucks,143,https://www.basketball-reference.com/boxscores/202401140MIL.html,"17,612",2:39,Fiserv Forum,Sun_Jan_14_2024_Milwaukee_Bucks,1.56,2.48
"Sun, Jan 14, 2024",7:00p,Los Angeles Clippers,105,Minnesota Timberwolves,109,https://www.basketball-reference.com/boxscores/202401140MIN.html,"18,024",2:26,Target Center,Sun_Jan_14_2024_Minnesota_Timberwolves,1.9,1.92
"Sun, Jan 14, 2024",9:00p,Phoenix Suns,127,Portland Trail Blazers,116,https://www.basketball-reference.com/boxscores/202401140POR.html,"18,071",2:13,Moda Center,Sun_Jan_14_2024_Portland_Trail_Blazers,7.25,1.1
"Mon, Jan 15, 2024",1:00p,Houston Rockets,115,Philadelphia 76ers,124,https://www.basketball-reference.com/boxscores/202401150PHI.html,"20,822",2:25,Wells Fargo Center,Mon_Jan_15_2024_Philadelphia_76ers,1.29,3.78
"Mon, Jan 15, 2024",2:30p,New Orleans Pelicans,120,Dallas Mavericks,125,https://www.basketball-reference.com/boxscores/202401150DAL.html,"20,010",2:29,American Airlines Center,Mon_Jan_15_2024_Dallas_Mavericks,2.59,1.52
"Mon, Jan 15, 2024",3:00p,Orlando Magic,98,New York Knicks,94,https://www.basketball-reference.com/boxscores/202401150NYK.html,"19,812",2:16,Madison Square Garden (IV),Mon_Jan_15_2024_New_York_Knicks,1.45,2.76
